loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti
15000, 36 months,5.32,A,10+ years,MORTGAGE,80000.0,Oct-2016,Fully Paid,debt_consolidation,LA,9.23
3600, 36 months,12.12,B,10+ years,RENT,83000.0,Mar-2013,Fully Paid,debt_consolidation,TX,24.01
8400, 36 months,13.35,C,1 year,MORTGAGE,55000.0,Aug-2014,Fully Paid,credit_card,FL,13.68
10000, 36 months,9.17,B,10+ years,RENT,110000.0,Jun-2014,Fully Paid,debt_consolidation,CA,11.69
22400, 60 months,21.45,D,10+ years,RENT,60000.0,Dec-2017,Charged Off,debt_consolidation,NY,10.92
18000, 36 months,8.9,A,3 years,RENT,95000.0,Apr-2013,Fully Paid,debt_consolidation,CA,8.4
24000, 36 months,16.99,D,4 years,OWN,100000.0,Oct-2016,Fully Paid,credit_card,IN,23.24
9750, 36 months,18.75,D,10+ years,MORTGAGE,43742.4,Dec-2012,Charged Off,debt_consolidation,TX,27.54
20000, 60 months,14.65,C,9 years,MORTGAGE,78000.0,Apr-2015,Fully Paid,debt_consolidation,WV,20.43
26675, 36 months,10.75,B,10+ years,RENT,58000.0,Apr-2016,Fully Paid,debt_consolidation,CA,27.85
31950, 36 months,8.9,A,< 1 year,RENT,80000.0,Jul-2012,Fully Paid,debt_consolidation,CA,32.73
5000, 36 months,5.32,A,10+ years,MORTGAGE,75000.0,Jun-2016,Fully Paid,debt_consolidation,CO,8.72
14400, 60 months,13.99,C,< 1 year,OWN,75000.0,Feb-2017,Fully Paid,credit_card,CO,24.35
28000, 60 months,6.92,A,< 1 year,RENT,64000.0,May-2015,Fully Paid,credit_card,TX,15.54
12000, 36 months,9.99,B,10+ years,RENT,55000.0,Aug-2015,Fully Paid,debt_consolidation,CA,19.94
20000, 60 months,23.43,F,10+ years,MORTGAGE,85000.0,Jun-2014,Fully Paid,credit_card,GA,21.56
24000, 36 months,9.99,B,< 1 year,RENT,85000.0,Aug-2015,Fully Paid,debt_consolidation,TX,18.01
5000, 36 months,15.31,C,2 years,OWN,26000.0,Apr-2016,Fully Paid,debt_consolidation,KS,20.95
7000, 36 months,9.8,B,< 1 year,MORTGAGE,32000.0,Jan-2016,Fully Paid,debt_consolidation,NC,30.38
15000, 60 months,17.27,D,10+ years,MORTGAGE,74000.0,Feb-2016,Charged Off,credit_card,MS,36.15
2400, 36 months,12.69,C,10+ years,MORTGAGE,103000.0,Apr-2015,Fully Paid,debt_consolidation,NJ,30.56
13200, 36 months,13.33,C,8 years,RENT,30000.0,Jul-2015,Fully Paid,debt_consolidation,CA,19.76
7200, 36 months,6.49,A,5 years,MORTGAGE,52000.0,Dec-2014,Fully Paid,credit_card,MI,12.58
12000, 36 months,10.99,B,10+ years,MORTGAGE,50425.0,Apr-2014,Charged Off,credit_card,MD,21.94
3000, 36 months,20.0,D,< 1 year,RENT,35000.0,Aug-2017,Fully Paid,medical,CA,12.65
12000, 60 months,20.49,E,5 years,RENT,42000.0,Mar-2014,Fully Paid,debt_consolidation,CA,17.14
2400, 36 months,14.49,C,1 year,RENT,74000.0,Aug-2016,Fully Paid,credit_card,WA,18.12
12000, 36 months,10.75,B,2 years,MORTGAGE,85000.0,Mar-2016,Fully Paid,debt_consolidation,NJ,8.63
25000, 60 months,7.89,A,6 years,MORTGAGE,130000.0,May-2016,Fully Paid,debt_consolidation,IL,18.29
3000, 36 months,20.75,E,1 year,RENT,72000.0,Apr-2016,Fully Paid,moving,PA,20.08
8000, 36 months,10.99,B,10+ years,MORTGAGE,78000.0,Dec-2013,Fully Paid,major_purchase,AL,24.78
10000, 60 months,24.11,F,10+ years,RENT,46000.0,Feb-2016,Fully Paid,debt_consolidation,NJ,38.82
12000, 60 months,19.19,E,1 year,RENT,100000.0,Oct-2015,Fully Paid,other,FL,3.91
4800, 36 months,11.49,B,,MORTGAGE,41000.0,Nov-2015,Fully Paid,credit_card,NJ,7.64
28350, 36 months,9.17,B,4 years,OWN,85000.0,Dec-2015,Fully Paid,debt_consolidation,NY,32.9
6000, 36 months,8.9,A,6 years,RENT,40000.0,Apr-2012,Fully Paid,home_improvement,DC,16.86
6000, 36 months,8.18,B,5 years,RENT,100000.0,Aug-2015,Fully Paid,credit_card,CA,6.43
13200, 60 months,11.44,B,10+ years,MORTGAGE,140000.0,Dec-2016,Charged Off,debt_consolidation,CO,20.56
8400, 36 months,7.26,A,3 years,RENT,55000.0,Dec-2015,Fully Paid,credit_card,NY,12.13
10000, 36 months,7.62,A,4 years,MORTGAGE,70000.0,Feb-2013,Fully Paid,credit_card,NY,10.65
9000, 36 months,19.72,D,< 1 year,MORTGAGE,80000.0,Apr-2013,Fully Paid,debt_consolidation,CA,1.21
4000, 36 months,9.17,B,5 years,MORTGAGE,61000.0,May-2015,Charged Off,debt_consolidation,NM,23.73
35000, 36 months,16.29,D,2 years,RENT,83000.0,Mar-2016,Fully Paid,debt_consolidation,MA,22.74
25000, 60 months,25.69,F,4 years,RENT,60000.0,Jul-2016,Fully Paid,small_business,MA,15.44
16100, 36 months,9.17,B,10+ years,MORTGAGE,50000.0,Jul-2015,Charged Off,debt_consolidation,TN,18.43
24000, 36 months,13.99,C,10+ years,MORTGAGE,140000.0,Oct-2016,Fully Paid,home_improvement,MA,21.16
20000, 36 months,10.91,B,8 years,RENT,50000.0,Jun-2017,Charged Off,credit_card,FL,25.54
15000, 36 months,13.49,C,4 years,MORTGAGE,70000.0,Jan-2017,Charged Off,debt_consolidation,FL,23.4
20000, 36 months,14.16,C,8 years,MORTGAGE,80000.0,Feb-2014,Fully Paid,debt_consolidation,MD,9.62
23000, 36 months,5.93,A,10+ years,MORTGAGE,75000.0,Mar-2015,Fully Paid,credit_card,WI,8.67
13500, 36 months,20.99,E,< 1 year,MORTGAGE,37500.0,Oct-2015,Charged Off,debt_consolidation,AL,25.12
19200, 60 months,15.31,C,10+ years,MORTGAGE,84000.0,Apr-2013,Fully Paid,credit_card,MI,28.13
8000, 36 months,6.97,A,1 year,MORTGAGE,115000.0,Mar-2016,Charged Off,credit_card,CA,10.84
5000, 36 months,11.49,B,7 years,OWN,70000.0,Feb-2017,Charged Off,home_improvement,CO,8.45
8000, 36 months,6.99,A,3 years,RENT,78000.0,Apr-2017,Fully Paid,debt_consolidation,NC,9.68
16000, 36 months,24.85,E,10+ years,MORTGAGE,105000.0,Jun-2017,Fully Paid,debt_consolidation,CA,23.74
6400, 36 months,15.59,C,< 1 year,RENT,25000.0,Jun-2016,Charged Off,debt_consolidation,NC,12.63
22750, 60 months,15.59,D,7 years,MORTGAGE,64700.0,Jan-2015,Charged Off,debt_consolidation,MS,25.08
35000, 60 months,18.25,D,10+ years,MORTGAGE,78000.0,Mar-2014,Fully Paid,debt_consolidation,NM,28.87
10000, 60 months,14.08,C,3 years,MORTGAGE,30000.0,Jul-2017,Fully Paid,credit_card,IL,12.44
12000, 60 months,20.2,E,10+ years,MORTGAGE,125000.0,Nov-2014,Charged Off,home_improvement,NY,16.13
35000, 36 months,16.55,D,10+ years,MORTGAGE,112000.0,Jul-2015,Fully Paid,debt_consolidation,CA,11.31
6000, 36 months,15.61,D,1 year,RENT,27500.0,Oct-2014,Fully Paid,vacation,IN,22.78
33000, 60 months,14.31,C,2 years,MORTGAGE,92000.0,Jan-2015,Fully Paid,debt_consolidation,MD,13.96
19950, 36 months,18.25,E,< 1 year,MORTGAGE,95000.0,Sep-2015,Fully Paid,debt_consolidation,TX,14.29
35000, 36 months,14.64,C,1 year,MORTGAGE,100000.0,Apr-2014,Fully Paid,debt_consolidation,OH,22.18
10000, 36 months,7.49,A,7 years,MORTGAGE,95000.0,Jan-2015,Fully Paid,credit_card,FL,20.86
15700, 60 months,20.2,E,10+ years,RENT,55000.0,Oct-2014,Charged Off,debt_consolidation,HI,23.65
20000, 36 months,11.53,B,10+ years,MORTGAGE,68000.0,Jun-2015,Fully Paid,debt_consolidation,WA,22.11
12000, 60 months,13.49,C,< 1 year,MORTGAGE,95000.0,Sep-2011,Fully Paid,debt_consolidation,CA,9.57
20000, 36 months,12.49,B,10+ years,MORTGAGE,65000.0,Jul-2014,Fully Paid,credit_card,FL,33.29
18000, 36 months,14.65,C,1 year,MORTGAGE,86000.0,Aug-2015,Fully Paid,debt_consolidation,TX,14.99
6000, 36 months,11.44,B,1 year,RENT,50000.0,Jan-2017,Fully Paid,debt_consolidation,WA,25.13
21000, 36 months,7.35,A,2 years,OWN,105000.0,Aug-2017,Fully Paid,debt_consolidation,NY,7.4
33425, 60 months,23.76,F,5 years,MORTGAGE,75000.0,Nov-2012,Fully Paid,credit_card,FL,27.94
14400, 36 months,9.17,B,2 years,MORTGAGE,64000.0,Aug-2014,Fully Paid,credit_card,MA,15.41
11400, 36 months,19.99,D,4 years,RENT,30000.0,Apr-2016,Charged Off,credit_card,GA,30.04
4800, 36 months,13.66,C,5 years,MORTGAGE,47000.0,Nov-2014,Fully Paid,medical,CA,15.12
23275, 60 months,10.99,B,9 years,MORTGAGE,134000.0,Jun-2015,Fully Paid,debt_consolidation,MI,9.79
15000, 36 months,12.39,C,5 years,RENT,43000.0,Jan-2015,Fully Paid,credit_card,WA,16.44
4500, 36 months,8.67,B,6 years,RENT,50000.0,Nov-2014,Fully Paid,debt_consolidation,CA,13.49
10000, 36 months,9.49,B,10+ years,OWN,100000.0,Aug-2016,Fully Paid,home_improvement,CO,9.28
10800, 60 months,20.99,E,1 year,MORTGAGE,50000.0,Jun-2015,Charged Off,debt_consolidation,TX,11.35
10000, 36 months,14.49,C,1 year,RENT,38850.0,Jul-2016,Fully Paid,credit_card,OH,27.74
17000, 60 months,11.67,B,7 years,RENT,65000.0,Oct-2014,Fully Paid,debt_consolidation,FL,20.3
24775, 36 months,12.79,C,10+ years,MORTGAGE,62626.0,Sep-2016,Fully Paid,debt_consolidation,KS,39.08
5200, 36 months,14.49,C,9 years,OWN,47500.0,Sep-2016,Charged Off,other,MD,20.41
16000, 60 months,12.69,C,10+ years,RENT,60503.78,Jul-2015,Fully Paid,debt_consolidation,NC,19.04
5250, 36 months,6.03,A,7 years,MORTGAGE,48000.0,Jan-2014,Fully Paid,debt_consolidation,WI,13.63
8000, 36 months,11.47,B,,MORTGAGE,95000.0,May-2016,Charged Off,other,OH,6.14
19800, 36 months,9.99,B,1 year,MORTGAGE,45000.0,Aug-2015,Fully Paid,debt_consolidation,IL,32.4
35000, 36 months,9.17,B,10+ years,MORTGAGE,207000.0,May-2014,Fully Paid,debt_consolidation,IN,13.34
25000, 60 months,22.7,E,5 years,MORTGAGE,96000.0,Jul-2013,Fully Paid,credit_card,FL,18.3
7500, 36 months,8.18,B,,RENT,31200.0,Nov-2015,Fully Paid,credit_card,NJ,28.35
7000, 36 months,9.44,B,2 years,RENT,35000.0,Oct-2017,Charged Off,debt_consolidation,FL,1.85
21000, 36 months,6.68,A,1 year,MORTGAGE,75000.0,Mar-2015,Fully Paid,credit_card,CO,13.15
28625, 36 months,10.99,B,10+ years,RENT,65000.0,Mar-2015,Fully Paid,debt_consolidation,CA,23.41
11750, 36 months,11.99,C,10+ years,MORTGAGE,100000.0,Apr-2016,Fully Paid,debt_consolidation,NY,17.7
12000, 36 months,10.91,B,10+ years,MORTGAGE,135000.0,Aug-2017,Fully Paid,car,AK,13.92
10000, 36 months,12.85,B,2 years,RENT,40000.0,Jan-2014,Fully Paid,debt_consolidation,NM,17.46
12000, 36 months,8.39,B,3 years,MORTGAGE,64000.0,Mar-2016,Charged Off,debt_consolidation,CA,9.3
7975, 36 months,16.29,D,3 years,RENT,31680.0,Jul-2014,Charged Off,small_business,OK,23.45
20000, 36 months,12.99,C,10+ years,MORTGAGE,65000.0,Nov-2014,Fully Paid,credit_card,IN,32.15
2000, 36 months,13.11,B,10+ years,RENT,79000.0,Jun-2013,Fully Paid,vacation,FL,5.07
8000, 36 months,7.9,A,10+ years,MORTGAGE,68000.0,Nov-2012,Fully Paid,other,TX,14.08
16000, 36 months,12.12,B,1 year,RENT,48000.0,Apr-2013,Fully Paid,debt_consolidation,MO,27.93
24000, 36 months,10.49,B,4 years,RENT,110000.0,Feb-2017,Fully Paid,debt_consolidation,DC,5.5
7000, 36 months,13.99,C,2 years,RENT,60000.0,Aug-2015,Fully Paid,other,VA,10.54
3625, 36 months,9.17,B,< 1 year,RENT,37000.0,Mar-2015,Fully Paid,debt_consolidation,TX,23.68
11000, 36 months,16.99,D,1 year,MORTGAGE,35000.0,Mar-2017,Fully Paid,credit_card,GA,14.47
20000, 36 months,6.62,A,8 years,MORTGAGE,60000.0,Aug-2013,Fully Paid,debt_consolidation,FL,9.8
12000, 36 months,15.04,C,4 years,RENT,115000.0,Mar-2018,Fully Paid,debt_consolidation,ND,11.04
18000, 60 months,21.49,E,10+ years,MORTGAGE,42000.0,Jun-2013,Fully Paid,credit_card,IL,27.66
20000, 36 months,7.89,A,10+ years,MORTGAGE,105000.0,Dec-2015,Fully Paid,debt_consolidation,CA,10.98
35000, 36 months,21.18,E,< 1 year,MORTGAGE,140700.0,Mar-2016,Fully Paid,debt_consolidation,MN,11.53
21200, 60 months,23.99,F,10+ years,RENT,64000.0,Jul-2015,Fully Paid,debt_consolidation,NC,10.82
10000, 36 months,14.33,C,10+ years,OWN,38400.0,Feb-2013,Charged Off,car,GA,30.56
24000, 60 months,10.49,B,2 years,MORTGAGE,145000.0,Sep-2016,Fully Paid,debt_consolidation,IN,17.26
22800, 60 months,13.11,B,< 1 year,MORTGAGE,76000.0,Apr-2012,Fully Paid,debt_consolidation,AL,7.17
25000, 60 months,8.24,B,4 years,OWN,175000.0,Oct-2016,Fully Paid,home_improvement,AZ,8.06
13000, 60 months,15.61,C,5 years,MORTGAGE,60000.0,Oct-2013,Fully Paid,credit_card,CA,5.18
10575, 60 months,16.2,C,9 years,RENT,31000.0,Oct-2013,Charged Off,debt_consolidation,MN,22.88
10500, 36 months,15.8,C,10+ years,MORTGAGE,52000.0,Mar-2013,Fully Paid,debt_consolidation,CA,18.18
14500, 60 months,16.99,D,,MORTGAGE,43400.0,Aug-2014,Charged Off,debt_consolidation,FL,31.08
15000, 60 months,29.49,F,9 years,OWN,48345.0,Oct-2016,Charged Off,debt_consolidation,OH,33.74
35000, 36 months,15.41,D,3 years,MORTGAGE,100000.0,Nov-2015,Fully Paid,debt_consolidation,TX,32.47
8500, 36 months,6.62,A,< 1 year,MORTGAGE,40000.0,Jan-2014,Fully Paid,debt_consolidation,LA,9.82
22400, 36 months,11.49,B,9 years,MORTGAGE,82000.0,Mar-2017,Fully Paid,credit_card,VA,25.89
20000, 60 months,7.97,A,< 1 year,MORTGAGE,100000.0,Sep-2017,Fully Paid,major_purchase,AL,12.73
11300, 36 months,13.67,C,10+ years,MORTGAGE,29740.0,Feb-2016,Fully Paid,credit_card,GA,15.98
12000, 36 months,7.26,A,7 years,RENT,60000.0,Aug-2015,Fully Paid,debt_consolidation,MN,18.52
35000, 36 months,17.27,D,10+ years,MORTGAGE,160000.0,Mar-2016,Fully Paid,debt_consolidation,VA,15.96
16000, 36 months,8.18,B,10+ years,MORTGAGE,50000.0,Oct-2015,Fully Paid,credit_card,UT,25.88
24000, 60 months,15.77,D,8 years,RENT,88000.0,Jan-2016,Charged Off,other,CA,21.65
10000, 36 months,8.9,A,10+ years,OWN,31000.0,Feb-2014,Fully Paid,debt_consolidation,AL,23.93
10000, 36 months,10.99,B,5 years,MORTGAGE,70000.0,Jun-2014,Fully Paid,debt_consolidation,TX,21.14
5400, 36 months,6.24,A,10+ years,MORTGAGE,110000.0,Dec-2015,Fully Paid,credit_card,IL,27.64
25000, 36 months,10.99,B,6 years,RENT,81616.0,Nov-2015,Fully Paid,debt_consolidation,TX,7.31
35000, 36 months,6.07,A,10+ years,OWN,450000.0,May-2018,Fully Paid,credit_card,MA,5.88
16000, 36 months,6.62,A,9 years,MORTGAGE,102000.0,Dec-2013,Fully Paid,credit_card,VA,11.62
6500, 36 months,7.89,A,4 years,RENT,118000.0,Sep-2015,Fully Paid,credit_card,CA,15.66
7200, 36 months,12.69,C,6 years,MORTGAGE,71250.0,Oct-2015,Fully Paid,debt_consolidation,AZ,20.16
12000, 36 months,14.99,C,6 years,MORTGAGE,40000.0,Oct-2014,Charged Off,debt_consolidation,PA,12.03
6300, 36 months,11.71,B,8 years,RENT,60000.0,Jan-2012,Fully Paid,vacation,NY,3.64
5000, 36 months,18.45,D,4 years,OWN,54000.0,Apr-2018,Fully Paid,other,PA,16.49
7925, 36 months,7.62,A,< 1 year,RENT,42000.0,Apr-2014,Fully Paid,debt_consolidation,LA,12.97
13000, 60 months,17.27,D,3 years,RENT,50000.0,Mar-2016,Fully Paid,credit_card,CA,12.41
5050, 36 months,13.99,C,5 years,MORTGAGE,41000.0,May-2015,Fully Paid,home_improvement,TX,25.91
3500, 36 months,7.49,A,3 years,RENT,59160.0,Nov-2014,Fully Paid,debt_consolidation,NJ,19.35
10000, 36 months,10.49,B,< 1 year,MORTGAGE,132000.0,Mar-2017,Fully Paid,debt_consolidation,MO,18.19
12000, 60 months,14.99,C,5 years,RENT,53000.0,Jul-2014,Fully Paid,debt_consolidation,MD,13.99
20000, 36 months,7.97,A,7 years,RENT,70000.0,Dec-2017,Fully Paid,other,CO,18.74
5400, 36 months,11.53,B,2 years,RENT,15000.0,Apr-2015,Charged Off,credit_card,NY,10.16
8500, 36 months,11.53,B,10+ years,MORTGAGE,68000.0,Jul-2015,Fully Paid,debt_consolidation,OH,17.31
3600, 36 months,14.65,C,7 years,RENT,20000.0,Jun-2015,Fully Paid,credit_card,PA,18.55
10000, 36 months,10.75,B,,MORTGAGE,40000.0,Feb-2016,Charged Off,credit_card,TX,31.29
20300, 36 months,20.0,D,6 years,RENT,65000.0,Sep-2017,Charged Off,debt_consolidation,CA,12.56
12000, 36 months,9.49,B,10+ years,MORTGAGE,75000.0,Jan-2015,Fully Paid,debt_consolidation,TX,12.14
18000, 60 months,20.2,E,10+ years,OWN,83500.0,Aug-2014,Charged Off,debt_consolidation,AR,22.98
4075, 36 months,12.12,B,10+ years,OWN,72000.0,Jan-2013,Fully Paid,debt_consolidation,CT,9.22
18000, 36 months,15.61,C,9 years,RENT,72000.0,Apr-2014,Fully Paid,debt_consolidation,CA,30.19
14400, 36 months,6.99,A,< 1 year,RENT,72000.0,Jan-2015,Charged Off,credit_card,NY,22.34
15000, 36 months,5.32,A,10+ years,OWN,50000.0,Oct-2015,Fully Paid,debt_consolidation,WA,10.63
8350, 36 months,13.99,C,3 years,RENT,102500.0,Aug-2015,Charged Off,credit_card,MD,7.27
23500, 36 months,12.69,B,9 years,MORTGAGE,84000.0,Jan-2012,Fully Paid,debt_consolidation,CA,15.36
20000, 36 months,9.93,B,6 years,MORTGAGE,58000.0,Oct-2017,Fully Paid,debt_consolidation,TX,17.36
35000, 36 months,16.99,D,10+ years,RENT,72192.0,Oct-2015,Charged Off,debt_consolidation,CA,26.2
10000, 36 months,12.99,C,10+ years,MORTGAGE,70000.0,Feb-2016,Fully Paid,debt_consolidation,FL,23.66
13200, 36 months,13.11,B,6 years,MORTGAGE,67392.0,Jul-2012,Fully Paid,debt_consolidation,CA,11.84
8800, 36 months,12.49,B,3 years,RENT,38000.0,Jul-2014,Fully Paid,credit_card,AZ,13.01
10000, 36 months,9.17,B,10+ years,OWN,50000.0,Oct-2014,Fully Paid,debt_consolidation,IL,3.0
18000, 36 months,9.49,B,< 1 year,MORTGAGE,94000.0,Oct-2016,Fully Paid,credit_card,IL,19.05
40000, 36 months,7.21,A,3 years,MORTGAGE,485000.0,Oct-2017,Fully Paid,home_improvement,NJ,4.51
11975, 36 months,10.99,B,10+ years,RENT,68000.0,Oct-2014,Fully Paid,credit_card,UT,13.48
14000, 36 months,7.89,A,8 years,MORTGAGE,79500.0,Nov-2015,Charged Off,debt_consolidation,CT,27.67
25000, 36 months,6.39,A,8 years,RENT,250000.0,Apr-2015,Fully Paid,other,MI,8.44
15425, 36 months,18.25,D,6 years,OWN,300000.0,Mar-2014,Fully Paid,debt_consolidation,VA,7.57
12500, 36 months,21.49,D,4 years,RENT,32000.0,Oct-2016,Fully Paid,other,TN,6.34
30000, 36 months,13.98,C,6 years,MORTGAGE,90000.0,Dec-2013,Fully Paid,debt_consolidation,IL,16.05
8000, 36 months,21.45,D,3 years,OWN,185000.0,Dec-2017,Fully Paid,credit_card,TX,21.32
4000, 36 months,14.65,C,8 years,RENT,40000.0,Jul-2015,Charged Off,debt_consolidation,CA,9.39
35000, 36 months,14.98,C,3 years,MORTGAGE,290000.0,Dec-2013,Fully Paid,debt_consolidation,NJ,6.11
3000, 36 months,11.47,B,10+ years,RENT,50000.0,Feb-2016,Fully Paid,other,MO,8.07
4000, 36 months,6.68,A,4 years,MORTGAGE,32000.0,May-2015,Charged Off,credit_card,MI,17.03
20000, 36 months,13.99,C,,RENT,100000.0,Aug-2016,Fully Paid,debt_consolidation,CA,8.47
5000, 36 months,5.32,A,2 years,MORTGAGE,74000.0,May-2015,Fully Paid,debt_consolidation,FL,5.04
10000, 36 months,11.99,C,1 year,RENT,70000.0,Dec-2015,Fully Paid,credit_card,IL,22.32
24000, 36 months,11.99,B,10+ years,MORTGAGE,95000.0,Dec-2013,Fully Paid,debt_consolidation,CT,12.08
31000, 36 months,19.2,D,8 years,RENT,75000.0,Nov-2013,Fully Paid,debt_consolidation,NY,10.9
8000, 36 months,16.01,C,2 years,RENT,20000.0,May-2018,Charged Off,moving,PA,9.66
24000, 36 months,9.17,B,4 years,MORTGAGE,150000.0,Jul-2014,Fully Paid,debt_consolidation,IN,19.52
8000, 36 months,10.99,B,10+ years,MORTGAGE,45000.0,Aug-2015,Fully Paid,debt_consolidation,TX,38.6
15000, 36 months,9.99,B,8 years,MORTGAGE,50000.0,Nov-2015,Fully Paid,credit_card,TX,36.01
4000, 36 months,24.99,E,< 1 year,RENT,27000.0,Jul-2016,Fully Paid,debt_consolidation,WI,33.2
28000, 60 months,22.99,F,8 years,RENT,90000.0,May-2015,Charged Off,debt_consolidation,MA,18.7
10000, 36 months,12.74,C,5 years,MORTGAGE,35000.0,Feb-2017,Charged Off,home_improvement,NJ,21.47
20000, 36 months,9.93,B,2 years,RENT,95000.0,Sep-2017,Fully Paid,debt_consolidation,NY,22.66
4000, 36 months,12.79,C,2 years,MORTGAGE,65000.0,Aug-2016,Fully Paid,debt_consolidation,FL,21.43
12625, 36 months,9.49,B,8 years,RENT,80000.0,Jul-2016,Fully Paid,credit_card,CA,14.62
12000, 36 months,6.62,A,10+ years,MORTGAGE,56000.0,Dec-2011,Fully Paid,debt_consolidation,FL,13.65
10000, 36 months,6.62,A,7 years,RENT,92000.0,Mar-2014,Fully Paid,debt_consolidation,CA,11.16
6000, 36 months,6.03,A,10+ years,RENT,33600.0,Mar-2012,Fully Paid,debt_consolidation,MA,16.21
26000, 36 months,11.99,B,4 years,RENT,60000.0,Feb-2015,Fully Paid,credit_card,IL,11.24
5000, 36 months,8.9,A,10+ years,MORTGAGE,52000.0,Oct-2012,Fully Paid,debt_consolidation,HI,19.25
20000, 36 months,8.67,B,10+ years,MORTGAGE,65000.0,Jan-2015,Charged Off,debt_consolidation,NY,17.28
20000, 36 months,13.98,C,4 years,MORTGAGE,85000.0,May-2014,Fully Paid,debt_consolidation,VA,24.86
18000, 36 months,8.18,B,< 1 year,RENT,120000.0,Mar-2015,Fully Paid,debt_consolidation,NJ,27.88
18000, 36 months,10.99,B,10+ years,RENT,72000.0,Jan-2014,Fully Paid,credit_card,NY,17.78
13925, 60 months,22.99,F,1 year,RENT,41000.0,Jun-2015,Charged Off,debt_consolidation,NC,32.87
24000, 36 months,10.99,B,4 years,MORTGAGE,100000.0,Dec-2013,Fully Paid,debt_consolidation,NC,22.83
18225, 36 months,12.12,B,5 years,MORTGAGE,41000.0,Jan-2013,Fully Paid,debt_consolidation,CA,19.2
17000, 36 months,10.16,B,1 year,MORTGAGE,145000.0,May-2013,Fully Paid,debt_consolidation,NJ,12.24
15000, 36 months,12.29,C,10+ years,MORTGAGE,68541.0,Oct-2015,Fully Paid,debt_consolidation,FL,3.82
12000, 36 months,13.33,C,4 years,MORTGAGE,33000.0,Sep-2015,Fully Paid,debt_consolidation,IL,17.78
24000, 60 months,30.94,G,10+ years,RENT,114000.0,Aug-2017,Fully Paid,debt_consolidation,TX,27.35
32225, 60 months,24.08,F,4 years,MORTGAGE,85000.0,Jul-2014,Charged Off,debt_consolidation,TX,14.7
15000, 60 months,14.08,C,10+ years,MORTGAGE,55000.0,Jun-2017,Fully Paid,debt_consolidation,GA,21.51
16800, 36 months,11.99,B,5 years,RENT,40000.0,Jun-2017,Fully Paid,small_business,GA,34.65
6000, 36 months,7.89,A,2 years,RENT,27000.0,Feb-2016,Fully Paid,debt_consolidation,MD,19.61
16000, 60 months,18.25,E,7 years,RENT,50000.0,Mar-2015,Fully Paid,debt_consolidation,NJ,9.43
8000, 36 months,16.99,D,1 year,OWN,38000.0,Apr-2015,Fully Paid,credit_card,CT,13.25
18000, 60 months,11.53,B,< 1 year,OWN,46000.0,Sep-2015,Charged Off,credit_card,TX,33.32
10000, 36 months,6.24,A,10+ years,MORTGAGE,55000.0,Nov-2015,Fully Paid,debt_consolidation,CO,11.75
8000, 36 months,12.29,C,10+ years,OWN,30000.0,May-2015,Charged Off,debt_consolidation,AL,28.28
4200, 36 months,10.99,B,2 years,RENT,23000.0,May-2015,Fully Paid,debt_consolidation,TX,25.16
25000, 60 months,7.89,A,4 years,MORTGAGE,141000.0,Jul-2015,Fully Paid,debt_consolidation,IL,3.73
35000, 36 months,12.74,C,10+ years,RENT,120000.0,Dec-2016,Charged Off,debt_consolidation,CO,15.7
7000, 36 months,8.24,B,10+ years,ANY,130000.0,Jan-2017,Charged Off,debt_consolidation,NV,15.68
13575, 36 months,18.84,E,10+ years,RENT,40000.0,Feb-2015,Fully Paid,small_business,CA,20.4
18000, 36 months,7.26,A,10+ years,RENT,67000.0,Aug-2015,Fully Paid,credit_card,TX,15.12
20400, 36 months,13.06,C,3 years,MORTGAGE,117000.0,Apr-2011,Fully Paid,debt_consolidation,CO,10.38
8000, 36 months,7.91,A,4 years,OWN,83000.0,Jan-2016,Fully Paid,home_improvement,NY,5.36
35000, 36 months,12.49,B,7 years,MORTGAGE,114618.0,Apr-2014,Fully Paid,credit_card,OH,20.34
14400, 36 months,13.67,C,10+ years,MORTGAGE,40000.0,May-2016,Charged Off,credit_card,IL,12.54
18000, 36 months,10.49,B,4 years,MORTGAGE,71000.0,Aug-2016,Fully Paid,debt_consolidation,IN,30.57
26500, 36 months,22.4,E,2 years,OWN,60000.0,Nov-2013,Charged Off,debt_consolidation,CA,19.77
12000, 60 months,17.09,D,10+ years,RENT,95000.0,May-2017,Charged Off,credit_card,CA,10.06
8000, 36 months,10.99,B,4 years,MORTGAGE,30000.0,Sep-2014,Fully Paid,credit_card,MI,18.96
2400, 36 months,14.99,C,3 years,RENT,28500.0,Dec-2016,Fully Paid,home_improvement,FL,26.5
16450, 60 months,18.25,D,6 years,MORTGAGE,37000.0,Dec-2013,Fully Paid,debt_consolidation,SC,24.65
6000, 36 months,13.49,C,7 years,MORTGAGE,43000.0,Aug-2011,Fully Paid,credit_card,VA,22.69
6000, 36 months,17.09,D,10+ years,RENT,70000.0,Oct-2017,Fully Paid,debt_consolidation,NY,14.02
27500, 36 months,18.99,E,2 years,MORTGAGE,79000.0,Jan-2016,Charged Off,home_improvement,PA,2.65
9000, 36 months,7.69,A,2 years,MORTGAGE,60000.0,Sep-2014,Fully Paid,credit_card,CO,22.23
15000, 36 months,11.44,B,3 years,MORTGAGE,80000.0,Jan-2015,Fully Paid,debt_consolidation,IL,15.68
